2024-12-05 12:35:25.567; TRACE; INFO; http://localhost:8000/admin/slow; GET; 76d2d450-b13d-4a79-ba02-056cd31c16cf; user-2cfa0ef1; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:56:13.351; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; ; ;  
2024-12-09 15:56:13.370; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; 19; ;  
2024-12-09 15:56:13.387; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; 53; ;  
2024-12-09 15:56:13.404; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; 86; ;  
2024-12-09 15:56:13.421; ERROR; ERROR; com.example.neobns.logging.common.LoggingAspect; logExecution; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 127.0.0.1; PC; MyBatisSystemException : 500; ; /transfer/ex 
2024-12-09 15:56:13.442; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 154; ;  
2024-12-09 15:56:13.468; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 154; ;  
2024-12-09 15:56:13.499; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 239; ;  
2024-12-09 15:56:13.527; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 293; ;  
2024-12-09 15:56:13.555; ERROR; ERROR; com.example.neobns.service.TransferService; initiateTransfer; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; InternalServerError : 500; ; /transfer 
2024-12-09 15:56:13.584; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 385; ;  
2024-12-09 15:56:13.610; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 3641bbd7-b362-43d2-993b-08a561b0545d; user-27332cfd; 0:0:0:0:0:0:0:1; PC; 385; ;  
2024-12-09 15:59:03.844; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:59:03.882; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:59:03.910; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:59:03.940; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:59:03.967; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:03.997; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:04.027; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 87; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:04.054; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 144; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:04.080; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 198; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:04.109; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 265; ;  
2024-12-09 15:59:04.136; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; 8fff532b-e8bf-4ba1-820d-287e9103ead8; user-57cfe497; 0:0:0:0:0:0:0:1; PC; 265; ;  
2024-12-09 15:59:22.849; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 15:59:22.884; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; ; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:22.915; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; ; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:22.942; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; ; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:23.050; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; ; ;  
2024-12-09 15:59:23.121; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; ; ;  
2024-12-09 15:59:23.141; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; ; ;  
2024-12-09 15:59:23.205; TRACE; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; 4; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:59:23.225; SLOW; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; 4; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:59:23.251; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; 110; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:59:23.271; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; 150; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:59:23.288; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 127.0.0.1; PC; 239; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 15:59:23.315; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 373; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:23.342; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 373; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:23.371; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 456; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:23.399; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 515; SELECT * FROM item WHERE id = ?;  
2024-12-09 15:59:23.426; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 577; ;  
2024-12-09 15:59:23.485; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 90d4bc32-d256-410b-87cb-2245791e9dc3; user-215369c5; 0:0:0:0:0:0:0:1; PC; 577; ;  
2024-12-09 16:18:19.610; TRACE; INFO; http://localhost:8000/admin/slow; GET; f16787f2-8e24-419e-8fb9-b11d4c63e961; user-9c1c3c7c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.586; TRACE; INFO; http://localhost:8000/admin/slow; GET; ; ; 0:0:0:0:0:0:0:1; PC; 976; ;  
2024-12-09 16:18:20.628; SLOW; INFO; http://localhost:8000/admin/slow; GET; ; ; 0:0:0:0:0:0:0:1; PC; 976; ;  
2024-12-09 16:18:20.738; TRACE; INFO; http://localhost:8000/admin/assets/css/app.min.css; GET; bd8d2531-5d6c-4da5-b909-1f30475488dc; user-7cadeacf; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.742; TRACE; INFO; http://localhost:8000/admin/assets/css/icons.min.css; GET; a64116b2-033d-4ae1-897b-7fe528bccc3f; user-4d6986ea; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.739; TRACE; INFO; http://localhost:8000/admin/assets/js/config.min.js; GET; 6e1d7e04-2c97-41da-8749-9b3bbe215f72; user-a41fd062; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.750; TRACE; INFO; http://localhost:8000/admin/assets/js/app.js; GET; cb9e08b3-08bf-4b24-87fa-16a56e2b793e; user-dc75ece7; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.739; TRACE; INFO; http://localhost:8000/admin/assets/css/vendor.min.css; GET; 317aea1f-3ea1-479c-bed2-a1e364343af4; user-aba874ab; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.748; TRACE; INFO; http://localhost:8000/admin/assets/js/vendor.js; GET; f4e63da1-eb14-4316-9220-fea1f766869b; user-53e4073e; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:20.810; TRACE; INFO; http://localhost:8000/admin/assets/css/app.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 72; ;  
2024-12-09 16:18:20.818; TRACE; INFO; http://localhost:8000/admin/assets/css/icons.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 76; ;  
2024-12-09 16:18:20.838; SLOW; INFO; http://localhost:8000/admin/assets/css/app.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 72; ;  
2024-12-09 16:18:20.845; SLOW; INFO; http://localhost:8000/admin/assets/css/icons.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 76; ;  
2024-12-09 16:18:20.874; TRACE; INFO; http://localhost:8000/admin/assets/js/config.min.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 135; ;  
2024-12-09 16:18:20.875; TRACE; INFO; http://localhost:8000/admin/assets/js/app.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 125; ;  
2024-12-09 16:18:20.876; TRACE; INFO; http://localhost:8000/admin/assets/css/vendor.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 137; ;  
2024-12-09 16:18:20.880; TRACE; INFO; http://localhost:8000/admin/assets/js/vendor.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 132; ;  
2024-12-09 16:18:20.911; SLOW; INFO; http://localhost:8000/admin/assets/js/app.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 125; ;  
2024-12-09 16:18:20.912; SLOW; INFO; http://localhost:8000/admin/assets/js/config.min.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 135; ;  
2024-12-09 16:18:20.917; SLOW; INFO; http://localhost:8000/admin/assets/css/vendor.min.css; GET; ; ; 0:0:0:0:0:0:0:1; PC; 137; ;  
2024-12-09 16:18:20.924; SLOW; INFO; http://localhost:8000/admin/assets/js/vendor.js; GET; ; ; 0:0:0:0:0:0:0:1; PC; 132; ;  
2024-12-09 16:18:24.009; TRACE; INFO; http://localhost:8000/admin/trace?traceId=90d4bc32-d256-410b-87cb-2245791e9dc3; GET; b724dab3-abd3-4d87-a319-0ce7e5c31669; user-450221a9; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:24.089; TRACE; INFO; http://localhost:8000/admin/trace?traceId=90d4bc32-d256-410b-87cb-2245791e9dc3; GET; ; ; 0:0:0:0:0:0:0:1; PC; 79; ;  
2024-12-09 16:18:24.115; SLOW; INFO; http://localhost:8000/admin/trace?traceId=90d4bc32-d256-410b-87cb-2245791e9dc3; GET; ; ; 0:0:0:0:0:0:0:1; PC; 79; ;  
2024-12-09 16:18:31.484; TRACE; INFO; http://localhost:8000/admin/trace?traceId=8fff532b-e8bf-4ba1-820d-287e9103ead8; GET; a6e90654-b394-4343-8c10-78c33cffc9f3; user-45dca87b; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:18:31.533; TRACE; INFO; http://localhost:8000/admin/trace?traceId=8fff532b-e8bf-4ba1-820d-287e9103ead8; GET; ; ; 0:0:0:0:0:0:0:1; PC; 49; ;  
2024-12-09 16:18:31.605; SLOW; INFO; http://localhost:8000/admin/trace?traceId=8fff532b-e8bf-4ba1-820d-287e9103ead8; GET; ; ; 0:0:0:0:0:0:0:1; PC; 49; ;  
2024-12-09 16:19:47.551; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 8a34f3c7-39b6-407c-9ca3-32cd2779b0bd; user-96633903; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:04.314; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; f44bac24-67c2-4c5c-a58d-9a3dcbbc505d; user-da97a75c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:10.443; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:10.486; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:10.981; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:11.017; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:11.072; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 6; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:20:11.105; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 6; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:20:11.136; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 119; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:20:11.165; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 184; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:20:11.195; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 710; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:20:11.226; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 783; ;  
2024-12-09 16:20:11.252; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; 305457c2-b7e7-4110-a195-958e0f8506d0; user-20acfa4c; 0:0:0:0:0:0:0:1; PC; 783; ;  
2024-12-09 16:20:15.023; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:15.058; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:15.086; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:15.115; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:20:15.152; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; ; ;  
2024-12-09 16:20:15.223; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; ; ;  
2024-12-09 16:20:15.239; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; ; ;  
2024-12-09 16:20:15.276; TRACE; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; 2; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 16:20:15.295; SLOW; INFO; SQL; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?); 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; 2; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 16:20:15.314; TRACE; INFO; com.example.neobns.mapper.TransferMapper; insertTransferDetails; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; 75; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 16:20:15.330; TRACE; INFO; com.example.neobns.service.TransferService; insertTransferDetail; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; 107; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 16:20:15.347; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 127.0.0.1; PC; 195; INSERT INTO transfer_details (from_account, to_account, money) VALUES (?, ?, ?);  
2024-12-09 16:20:15.364; TRACE; INFO; http://localhost:8090/transfer/ex; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 249; ;  
2024-12-09 16:20:15.394; SLOW; INFO; http://localhost:8090/transfer/ex; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 249; ;  
2024-12-09 16:20:15.426; TRACE; INFO; com.example.neobns.service.TransferService; initiateTransfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 340; ;  
2024-12-09 16:20:15.456; TRACE; INFO; com.example.neobns.controller.TransferController; transfer; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 398; ;  
2024-12-09 16:20:15.486; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 463; ;  
2024-12-09 16:20:15.513; SLOW; INFO; http://localhost:8000/quitstart/transfer; POST; 8264f5c8-a91c-4a19-a862-d202560fca52; user-3c7bd9b6; 0:0:0:0:0:0:0:1; PC; 463; ;  
2024-12-09 16:22:54.442; TRACE; INFO; http://localhost:8000/admin/slow; GET; b18c6918-2e03-4c30-801c-2a9cd10f16b2; user-2115ad7b; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:22:54.506; TRACE; INFO; http://localhost:8000/admin/slow; GET; ; ; 0:0:0:0:0:0:0:1; PC; 64; ;  
2024-12-09 16:22:54.528; SLOW; INFO; http://localhost:8000/admin/slow; GET; ; ; 0:0:0:0:0:0:0:1; PC; 64; ;  
2024-12-09 16:57:04.072; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:04.737; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:05.252; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:05.290; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:05.346; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 4; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:05.379; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 4; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:05.415; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 125; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:05.448; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 196; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:05.480; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 744; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:05.519; TRACE; INFO; http://localhost:8000/quitstart/item?id=1; GET; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 1446; ;  
2024-12-09 16:57:05.556; SLOW; INFO; http://localhost:8000/quitstart/item?id=1; GET; c4bc22ae-028e-49e6-973a-643d77d62dd2; user-18610809; 0:0:0:0:0:0:0:1; PC; 1446; ;  
2024-12-09 16:57:10.644; TRACE; INFO; http://localhost:8000/quitstart/item?id=; GET; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:10.679; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:10.709; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:10.738; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; ; ;  
2024-12-09 16:57:10.771; TRACE; INFO; SQL; SELECT * FROM item WHERE id = ?; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:10.805; SLOW; INFO; SQL; SELECT * FROM item WHERE id = ?; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 1; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:10.848; TRACE; INFO; com.example.neobns.mapper.QuickMapper; findById; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 110; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:10.876; TRACE; INFO; com.example.neobns.service.QuickService; getItemById; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 167; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:10.905; TRACE; INFO; com.example.neobns.controller.QuickController; getItem; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 226; SELECT * FROM item WHERE id = ?;  
2024-12-09 16:57:10.939; ERROR; ERROR; com.example.neobns.controller.QuickController; getItem; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; NullPointerException : 500; SELECT * FROM item WHERE id = ?; /item 
2024-12-09 16:57:10.979; TRACE; INFO; http://localhost:8000/quitstart/item?id=; GET; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 335; ;  
2024-12-09 16:57:11.009; SLOW; INFO; http://localhost:8000/quitstart/item?id=; GET; 626ad103-bce8-4f39-a633-be415a6f56db; user-4fc9f4d7; 0:0:0:0:0:0:0:1; PC; 335; ;  
2024-12-09 16:57:13.543; TRACE; INFO; http://localhost:8000/quitstart/transfer; POST; 2d219a75-be68-4fd5-8825-f2fc7da94c39; user-e42ccca1; 0:0:0:0:0:0:0:1; PC; ; ;  
